0 8.175798915643707 7.9430497909968745 8.415368110219507
1 8.661957218027252 8.415368110219507 8.915771938225692
2 9.177023997418988 8.915771938225692 9.445931326274362
3 9.722718241315029 9.445931326274362 10.007615632040041
4 10.300861153527183 10.007615632040041 10.602699424679592
5 10.913382232281373 10.602699424679592 11.233168741032559
6 11.562325709738575 11.233168741032559 11.90112771383447
7 12.249857374429663 11.90112771383447 12.60880559406423
8 12.978271799373287 12.60880559406423 13.358564190862078
9 13.75 13.358564190862078 14.15290575384802
10 14.567617547440307 14.15290575384802 14.994481324147293
11 15.433853164253883 14.994481324147293 15.886099581993749
12 16.351597831287414 15.886099581993749 16.830736220439015
13 17.323914436054505 16.830736220439015 17.831543876451384
14 18.354047994837977 17.831543876451384 18.891862652548724
15 19.445436482630058 18.891862652548724 20.015231264080082
16 20.601722307054366 20.015231264080082 21.205398849359185
17 21.826764464562746 21.205398849359185 22.466337482065118
18 23.12465141947715 22.466337482065118 23.80225542766894
19 24.499714748859326 23.80225542766894 25.21761118812846
20 25.956543598746574 25.21761118812846 26.717128381724155
21 27.5 26.717128381724155 28.305811507696028
22 29.13523509488062 28.305811507696028 29.988962648294585
23 30.86770632850775 29.988962648294585 31.772199163987512
24 32.70319566257483 31.772199163987512 33.661472440878015
25 34.64782887210901 33.661472440878015 35.66308775290277
26 36.70809598967594 35.66308775290277 37.783725305097455
27 38.890872965260115 37.783725305097455 40.03046252816015
28 41.20344461410875 40.03046252816015 42.41079769871837
29 43.653528929125486 42.41079769871837 44.93267496413025
30 46.2493028389543 44.93267496413025 47.604510855337864
31 48.999429497718666 47.604510855337864 50.43522237625692
32 51.91308719749314 50.43522237625692 53.43425676344833
33 55.0 53.43425676344833 56.611623015392055
34 58.27047018976124 56.611623015392055 59.97792529658917
35 61.7354126570155 59.97792529658917 63.544398327975024
36 65.40639132514966 63.544398327975024 67.32294488175603
37 69.29565774421802 67.32294488175603 71.32617550580554
38 73.41619197935188 71.32617550580554 75.56745061019491
39 77.78174593052023 75.56745061019491 80.0609250563203
40 82.4068892282175 80.0609250563203 84.82159539743674
41 87.30705785825097 84.82159539743674 89.8653499282605
42 92.4986056779086 89.8653499282605 95.20902171067573
43 97.99885899543733 95.20902171067573 100.87044475251383
44 103.82617439498628 100.87044475251383 106.86851352689666
45 110.0 106.86851352689666 113.22324603078413
46 116.54094037952248 113.22324603078413 119.95585059317834
47 123.47082531403103 119.95585059317834 127.08879665595002
48 130.8127826502993 127.08879665595002 134.6458897635121
49 138.59131548843604 134.6458897635121 142.65235101161107
50 146.8323839587038 142.65235101161107 151.1349012203898
51 155.56349186104046 151.1349012203898 160.12185011264063
52 164.81377845643496 160.12185011264063 169.64319079487348
53 174.61411571650194 169.64319079487348 179.73069985652097
54 184.9972113558172 179.73069985652097 190.41804342135148
55 195.99771799087463 190.41804342135148 201.74088950502767
56 207.65234878997256 201.74088950502767 213.7370270537933
57 220.0 213.7370270537933 226.44649206156825
58 233.08188075904496 226.44649206156825 239.91170118635668
59 246.94165062806206 239.91170118635668 254.17759331190004
60 261.6255653005986 254.17759331190004 269.2917795270241
61 277.1826309768721 269.2917795270241 285.30470202322215
62 293.6647679174076 285.30470202322215 302.2698024407796
63 311.1269837220809 302.2698024407796 320.24370022528126
64 329.6275569128699 320.24370022528126 339.28638158974695
65 349.2282314330039 339.28638158974695 359.46139971304194
66 369.9944227116344 359.46139971304194 380.83608684270297
67 391.99543598174927 380.83608684270297 403.48177901005533
68 415.3046975799451 403.48177901005533 427.4740541075866
69 440.0 427.4740541075866 452.8929841231365
70 466.1637615180899 452.8929841231365 479.82340237271336
71 493.8833012561241 479.82340237271336 508.3551866238001
72 523.2511306011972 508.3551866238001 538.5835590540484
73 554.3652619537442 538.5835590540484 570.6094040464443
74 587.3295358348151 570.6094040464443 604.5396048815592
75 622.2539674441618 604.5396048815592 640.4874004505624
76 659.2551138257398 640.4874004505624 678.5727631794939
77 698.4564628660078 678.5727631794939 718.922799426084
78 739.9888454232688 718.922799426084 761.6721736854058
79 783.9908719634985 761.6721736854058 806.9635580201107
80 830.6093951598903 806.9635580201107 854.9481082151732
81 880.0 854.9481082151732 905.785968246273
82 932.3275230361799 905.785968246273 959.6468047454267
83 987.7666025122483 959.6468047454267 1016.7103732476002
84 1046.5022612023945 1016.7103732476002 1077.1671181080967
85 1108.7305239074883 1077.1671181080967 1141.2188080928886
86 1174.6590716696303 1141.2188080928886 1209.0792097631183
87 1244.5079348883237 1209.0792097631183 1280.974800901125
88 1318.5102276514797 1280.974800901125 1357.1455263589878
89 1396.9129257320155 1357.1455263589878 1437.8455988521678
90 1479.9776908465376 1437.8455988521678 1523.3443473708119
91 1567.981743926997 1523.3443473708119 1613.9271160402213
92 1661.2187903197805 1613.9271160402213 1709.8962164303464
93 1760.0 1709.8962164303464 1811.5719364925458
94 1864.6550460723597 1811.5719364925458 1919.2936094908534
95 1975.533205024496 1919.2936094908534 2033.4207464952008
96 2093.004522404789 2033.4207464952008 2154.334236216193
97 2217.4610478149766 2154.334236216193 2282.437616185777
98 2349.31814333926 2282.437616185777 2418.158419526237
99 2489.0158697766474 2418.158419526237 2561.9496018022496
100 2637.02045530296 2561.9496018022496 2714.2910527179756
101 2793.825851464031 2714.2910527179756 2875.691197704336
102 2959.955381693075 2875.691197704336 3046.6886947416233
103 3135.9634878539946 3046.6886947416233 3227.8542320804427
104 3322.437580639561 3227.8542320804427 3419.792432860693
105 3520.0 3419.792432860693 3623.1438729850915
106 3729.3100921447194 3623.1438729850915 3838.587218981707
